105	272620.9
106	511145.182
107	511145.182
108	99287.12
109	90371.3209
110	149539.1451
111	224308.43
112	345073.21
113	243277.254
114	62977.6
115	93062.19
116	316407.9
117	83333.108
118	99287.12
119	266834.11
120	267608.8
121	208964.12
122	272626.9
123	169963.11
124	269482.11
125	208964.12
126	1813946.3
127	192.7
128	398527.4
129	565050.3
130	68895.5
131	398580.1
132	1380365.3
133	926556.3
134	679895.18
135	757424.7
136	1934254.3
137	225937.3
138	1986952.3
139	391619.37
140	294.204
141	294.161
142	294.203
143	294.16
144	294.165
145	321846.3
146	644801.3
147	326297.1
148	323850.11
149	211586.12
150	94122.6
151	266834.11
152	1219046.3
193	573.1355
194	1262462.5
195	630.95
196	630.111
197	630.132
198	393305.7
199	1262466.3
200	630.64
201	1262465.3
202	630.44
203	1262463.3
204	1262464.3
205	630.104
206	1262467.6
209	2508718.3
226	226186.12
228	562.24268*ST648
231	1333534.3
233	1217692.3
234	470.9249
249	1148157.7
250	1217628.3
251	1217643.3
252	470.9146
254	575584.3
256	202950.11
269	981324.3
270	1217715.3
271	1120925.4
272	1341683.3
275	1217653.3
281	1120926.3
287	1217655.3
290	1217658.3
296	1341679.5
312	1217667.3
317	106654.22
327	1217672.3
335	520709.3
341	1217677.3
342	487316.5
346	1120928.5
349	1120929.3
357	1217693.3
360	1191460.4
361	1197884.5
362	52133.18
363	52133.20
364	52133.21
365	224308.43
366	586733.6
367	586733.6
368	586733.6
369	586733.6
370	586733.6
371	586733.6
372	575584.3
373	293387.1
374	1178544.5
375	1178537.3
376	1178541.5
377	536229.4
